"header","Zygotic_r1","Zygotic_r2","Day7_r1","Day7_r2","Day14_r1","Day14_r2","Somatic_r1","Somatic_r2"
"AT3G19550",76.12648283,19.16658938,5.894863381,4.088875297,1.322048574,4.281436925,24.62941749,6.412588583
"AT3G28210",9.6417603,11.19636337,130.7587234,195.7549273,54.6852029,50.86474368,1.708124488,20.47961595
"AT3G28220",172.2914105,163.3851512,15.79877995,13.07244732,18.51972988,7.373123135,8.152560923,17.14375397
"AT3G28740",18.69192481,4.247014888,2805.250115,1905.887181,507.7189563,453.9181233,43.57043722,228.6029358
"AT3G28510",0.893530714,1.747024651,11.17833472,16.78217927,1.243236,13.8662832,0.78584318,4.836440591
"AT3G28500",839.8994638,931.1566464,56.45553574,67.97941786,237.2663668,302.4431769,298.9179324,138.584866
"AT3G14760",889.085071,681.8894473,3.74581562,2.046312553,1.25019018,1.337502568,1.140459511,4.492704651
"AT3G22240",7174.08937,3384.240884,639.5718839,345.0236678,287.8832853,212.5040393,8597.364618,12963.04056
"AT3G24450",96.15615668,134.1810544,1101.211914,1714.744612,2158.52966,1638.712381,796.9806564,1091.222479
"AT3G28240",2.32922081,0.950444583,19.65715991,0.694750094,6.943538548,0.899693838,5.771339682,3.190070531
"AT3G24250",6470.858817,8140.809346,121.8029891,65.70680696,80.70396899,108.5108991,20.84924435,127.5058121
"AT3G13610",3.514571421,1.136157564,136.9555358,261.872313,146.5512326,138.8232091,48.50324928,34.97465477
"AT3G18890",413.9317163,531.5060966,23.30178696,42.02369277,35.69088847,41.22281354,118.9256157,81.26707613
"AT3G12060",634.5373092,465.8308777,137.0934398,129.4502168,81.42038791,75.57388391,38.1695881,42.29133158
"AT3G52370",192.0108228,202.9402608,41.12641112,25.6922149,23.37206332,30.74735671,47.46402842,71.27440162
"AT3G32040",40.55855243,3.345093804,4.594472101,5.092123019,3.942754387,6.311208134,36.97411598,10.84590492
"AT3G32120",1.131693912,1.500546098,10.86077919,4.194193059,0.678006199,19.77249386,0.451154846,1.453412645
"AT3G32080",10.24907864,11.74130626,2.533753504,1.27832462,2.04815742,14.81133224,6.482871212,5.538399739
"AT3G20680",283.0605343,290.2747137,67.82034555,69.64294644,25.69022794,32.10252636,113.6181226,143.5373611
"AT3G30330",15.98203205,10.45699074,1.937255772,2.624583228,2.934539663,1.397198436,6.159267332,15.30204924
"AT2G34080",4.380504074,3.504288723,1664.56036,1841.791448,1295.944392,1346.273614,242.7455251,108.4494159
"AT2G34130",18.22936948,15.04751856,4.936644053,1.835361114,3.853576695,31.39007146,1.157441571,29.40983126
"AT3G29430",3.41142757,13.3082665,1.970871374,2.065149897,1.2484488,2.368719942,2.415892851,1.028956307
"AT3G30396",38.8877698,32.54594436,4.147790743,4.924880776,7.118387893,6.983424715,2.247748695,30.32707175
"AT3G27150",35.49557391,61.35458638,493.1758106,218.3349161,807.3134191,548.8667295,736.7023729,529.2482823
"AT3G25690",898.6355737,844.5557707,191.4505227,212.4778578,166.1723701,145.7784911,627.2952786,480.9310822
"AT3G25610",10.67533203,21.15569859,796.8435137,904.5011918,570.8401271,580.3465244,892.9397351,917.6458303
"AT3G25655",31.24400171,25.31998342,135.6481638,91.85272108,63.62593029,58.34445333,21.23049028,39.68557794
"AT3G22231",567.215984,316.4973749,16.43586412,35.84942017,19.58602643,5.205624164,4.361353492,141.6967465
"AT3G13760",1.397286077,1.390644104,6.893756704,11.44925049,3.892946675,4.656540931,76.33431208,70.45079517
"AT3G13650",72.36860436,103.0266266,562.8869585,548.932158,1293.495877,1487.551844,785.3708201,944.2651289
"AT3G13730",5.887300673,2.034637502,40.23207091,6.910280628,109.0532246,172.4094749,296.2241974,546.9049137
"AT3G22140",4.440629802,8.253995553,38.88542791,23.5885619,21.17561566,3.418751056,7.459773197,9.159326631
"AT3G22160",106.6733801,49.19573373,637.623241,490.249366,508.464367,641.3723162,762.8692586,560.3512393
"AT3G22210",1058.525234,710.3404387,123.9782996,98.58063091,57.42114035,65.7348794,319.3437063,351.7236661
"AT3G18600",464.8376608,478.1845341,2353.119399,2288.073034,3244.534147,2965.003194,1672.545044,1912.17595
"AT3G18560",143.006173,164.456347,17.79829583,20.75621715,38.98203909,41.28522098,180.126999,110.0359363
"AT3G20940",17.08142917,4.105339452,1.858324897,2.402374603,1.265004058,1.646838587,17.05183271,17.64592237
"AT3G21370",13.92685067,2.345237667,14150.21227,7901.576548,4148.18048,4063.908166,26.68590683,8598.08936
"AT3G21380",3.759047637,4.940530405,5194.070108,2654.135044,1129.169056,1122.66817,17.65038933,2436.278391
"AT3G21420",179.576317,101.6022423,1004.323817,1139.359672,1280.529071,1190.608218,1082.00457,1011.488176
"AT3G22850",188.0884606,236.0517277,1379.121761,1300.420811,1724.00638,2125.595808,1982.331818,1540.223332
"AT3G22930",10.54054003,1.901485283,290.6683382,267.1664938,270.05889,285.7248899,224.7044802,240.140659
"AT3G32020",9.082322385,1.550460135,36.20737509,12.03417827,16.55638865,39.41998382,5.666619409,6.095025477
"AT3G23890",1058.564502,1227.979271,187.4640043,290.6244461,203.6521298,241.0763594,793.0806333,286.3275459
"AT3G26390",13.23364967,10.90068082,2.705530123,2.940657268,8.150527958,7.281333933,2.003568369,1.320332785
"AT3G26310",142.3149739,164.5627406,55.62120481,3.809836838,2.676189315,2.938552695,6.841317319,43.00772834
"AT3G26460",24.05475807,0.711344772,2.868428111,1.491162094,1.442281645,0.948296572,7.911205068,16.19527136
"AT3G23830",813.7888404,592.3436732,8075.339248,6287.725093,6780.623309,6946.724556,4831.840193,4320.349425
"AT3G30660",18.1383482,7.582164701,2.130245502,3.509460702,17.55788876,21.53148024,8.959815798,17.40960273
"AT3G23880",8.653915,1.921683845,74.8780668,16.48346103,52.28591275,48.3041527,223.1401397,380.3077352
"AT3G18960",2248.364053,2684.849566,352.5147679,371.9939211,212.0284424,236.6679425,442.2991693,648.3963044
"AT3G22540",321.153701,340.0432244,62.28209765,39.88965666,39.35953638,35.12119872,274.3809005,221.5133027
"AT3G22490",14.70018921,1.522357862,2888.383268,2050.537807,937.0457975,1031.175483,2.680715093,326.0903007
"AT3G22600",3366.010484,775.5062641,174.9092892,161.090497,242.9706045,235.5914314,1290.021033,1233.053314
"AT3G22620",2175.019337,690.0047447,8.746195672,10.50422615,87.76157306,93.51639622,794.5132543,1087.043713
"AT3G22500",2.575008375,1.4952943,80.04363861,46.15332604,45.03005391,37.98764168,0.89532131,5.549714042
"AT3G23290",89.47843764,141.0780393,18.49896872,7.904055437,6.881168824,16.2649846,200.6235933,113.8757631
"AT3G13420",7.116309366,30.15663816,69.93732645,84.88607355,83.0941501,108.7863263,55.43474867,66.95544642
"AT3G13450",1446.173873,1930.686031,236.2794121,225.8346521,122.6964539,143.8713018,489.1954333,381.3506481
"AT3G21055",17668.21327,11087.23767,401.1328385,362.183361,32.34940583,42.64676269,1262.173854,988.0309009
"AT3G26932",544.7108919,479.308828,32.7861101,31.70359979,1.465181205,2.336457547,10.65420158,57.95761254
"AT3G13380",67.91931063,75.86669334,497.3131901,776.1866712,641.9476653,721.7925691,514.1817338,323.5124617
"AT3G28580",5.936459482,1.49788638,45.23667311,88.41807559,54.99912138,53.58934386,58.21849081,35.90192908
"AT3G14210",381.4681315,305.3568275,28.01098916,13.31462243,30.13131816,45.36650807,387.825602,72.69600691
"AT3G19200",153.7727304,151.5679668,1033.977114,1256.889688,2031.840499,2158.138769,953.530662,1038.668532
"AT3G28550",9.380373249,4.711741648,10.46823811,66.20929495,29.74576049,29.08425394,2.1391525,53.27207345
"AT3G15352",338.0608856,307.9573331,2054.37839,1730.996097,774.334557,769.7739147,539.3887321,760.2063351
"AT3G15280",993.5448188,535.3998599,3527.825741,3021.876655,1794.567031,1613.556125,30.33468094,956.9728525
"AT3G18250",57.55616775,4.652885848,123.4916917,189.2685093,203.423626,178.5297217,14.77612731,61.71796639
"AT3G18290",373.9387747,441.8686631,3581.688786,3063.654492,2189.006689,2444.617116,1175.351006,850.1818727
"AT3G18280",218.6367636,133.3271428,10912.25903,9234.388037,9863.355462,9881.199718,12422.16799,14175.50888
"AT3G19660",32.41873295,70.62955972,198.5575867,339.4235275,197.4463955,169.7599208,96.22953877,102.463215
"AT3G24982",15.80826909,10.12981156,1.373878503,0.450703125,9.215947661,2.904232636,10.72186858,17.16381323
"AT3G15300",42.17490101,65.12091991,381.75595,320.0846042,402.7536079,373.7072866,534.4233449,442.2667918
"AT3G30500",18.41088118,20.4358023,6.228639892,2.3519108,2.034736082,12.58227621,11.28191133,15.80620223
"AT3G20180",3.143322813,10.85597441,91.56067142,115.8378046,25.05420176,2.612331379,0.584856147,1.549666801
"AT3G20190",3.982240344,1.264092318,19.02643685,3.017485631,0.904398875,3.324992836,0.847014041,5.259053098
"AT3G20100",219.3140132,210.081001,24.91538318,75.83179985,255.8896907,235.7675172,843.4941541,1287.071549
"AT3G20210",1459.59341,773.9473294,26.94032439,23.22685568,1.934717092,21.34668579,6.630339767,39.33950426
"AT3G27280",317.9390081,448.1146152,1367.869962,1873.684599,2208.453998,2238.178298,1642.14172,1253.262446
"AT3G27200",1586.306071,518.43166,139.7948536,47.27335807,240.6626451,212.7055404,256.1103222,367.4667146
"AT3G24410",48.8970828,42.98075665,11.15894895,7.436754072,25.99461583,3.880538632,5.005468594,38.33173039
"AT3G24290",6.815789633,0.98179916,24.25071236,7.418263575,35.0425281,31.45439574,8.188467064,19.43740489
"AT3G24340",934.1431706,1479.887913,102.423232,97.5479869,73.56043064,84.6138444,48.03984474,80.58890878
"AT3G23760",1521.953742,1780.129648,51.37294369,37.41532251,2.840341271,3.586661172,22.70382475,67.56250579
"AT3G23470",129.1972964,120.5772566,25.8892907,31.50476557,21.77818282,22.58518359,46.32899334,63.36586733
"AT3G23510",1.551070674,1.538391026,47.90694117,62.56404212,73.24096913,66.69605671,165.6939482,137.6961929
"AT3G13190",332.4280856,274.4617431,50.6485722,53.50555154,68.77310856,51.82588998,118.8146848,90.92871717
"AT3G23730",267.0980419,412.1919651,1097.945745,1626.704812,746.8480075,824.9448577,101.3184851,109.1913788
"AT3G16520",2747.887884,2606.982725,282.6114413,359.3207359,271.8337131,348.0388646,1509.530032,1159.573764
"AT3G16530",19.07446452,4.452885758,105.3720952,49.08949761,20.06227817,45.49578104,76.07087702,74.10611226
"AT3G14950",296.3164901,181.6924726,22.73953779,16.98353243,2.268371561,16.95867415,2.020957343,19.82010959
"AT3G14940",64.65562366,45.80904874,631.7438472,664.4913374,829.0390174,770.9676069,941.0922885,680.3328455
"AT3G16490",524.5891323,712.2919411,192.0869672,116.199623,92.34948838,94.92996536,465.3807908,283.8258745
"AT3G24220",520.47068,232.5731504,4.181689993,1.640106764,1.50498223,1.91603182,1.266430196,1.931210316
"AT3G22090",2.936213917,1.885743369,6.298045553,13.5232741,1.493281458,12.04296197,2.780002029,15.50271917
"AT3G14980",841.3989898,604.071113,158.0643678,182.4270322,111.8944417,104.8552881,238.076352,296.9872429
"AT3G29720",2.54912705,19.81502537,0.894501863,1.624272562,4.812349219,0.908674977,41.54982181,31.25830894
"AT3G29732",0.54743599,0.457755412,15.10451201,5.148614741,0.047105734,0.275693479,0.108569812,0.870194649
"AT3G29750",5.781178439,2.009250403,31.32188859,5.889769426,1.641810664,20.40147591,3.721265344,13.13585707
"AT3G29660",1.366488811,1.450728073,17.47517999,8.470844976,12.00632922,4.7407681,5.613641263,4.540671114
"AT3G29670",26.1931758,1.968406105,97.85759534,69.46007575,100.7967333,93.47420522,150.4813899,110.7486422
"AT3G15560",272.878088,531.0521234,43.60017156,70.33691425,42.95226002,48.24587465,140.6881006,65.31426605
"AT3G15600",18.10442115,24.49916828,1.113838174,1.426460459,2.046421877,1.625586405,2.804353207,2.513460296
"AT3G15570",227.5681426,203.4286693,7.242728617,3.652841755,2.474808388,2.321837127,2.382476778,3.276728298
"AT3G28040",1130.480511,1946.703051,102.3006342,50.39659915,17.34076502,42.01217423,234.0812873,151.8634513
"AT3G28050",1193.194286,1447.18191,260.3393938,385.8458723,189.6416894,148.3010193,1071.710047,1152.499143
"AT3G28120",0.34915305,0.859910439,10.06683744,0.742786027,6.199835782,21.29623477,1.303133983,11.64812622
"AT3G26570",4942.32529,4234.756542,641.945839,651.8759796,284.4559866,308.0211381,2575.159708,1759.40955
"ORF262",67.33622977,46.88939558,402.2889535,371.9367565,341.0107625,252.3147373,228.1655516,162.2176792
"ORF251",2.241103823,8.572909285,171.9819547,149.6435902,45.89900896,49.32636749,39.83525322,30.60611293
"ORF111B",124.6214171,88.95988767,378.3703558,499.5708178,286.8649331,256.5718491,217.1002927,327.4840013
"ORF101B",64.74880693,5.358209168,297.2581357,295.3317807,297.1034476,331.0002564,260.6544244,219.8871514
"ORF113",9.091767076,30.07059475,253.5604919,226.8099754,240.3877434,186.0425334,128.6875842,193.3236802
"ORF100C",5.578987107,8.019485584,60.15582403,52.77108416,47.99231351,87.74365531,35.44261172,42.94372963
"ORF111D",421.1372099,272.8795679,1449.853843,1439.264796,678.7756462,752.9748669,724.2647981,750.1443215
"NAD5.2",77.49060026,23.72670193,326.4682944,368.6234203,130.3842843,169.920472,88.63241498,67.90664575
"AT2G10400",0.841745257,2.736050966,18.13761542,0.851728048,1.145278204,0.793166819,0.988443946,0.881954459
"AT1G45070",2.484292398,3.600686807,2.020958943,22.89563542,24.71218559,19.75063211,9.934973494,36.31027335
"AT2G38150",10.93887718,22.35167193,3.560467738,4.528892809,13.53002048,18.48989434,9.192170436,6.03420294
"AT2G39240",9.923157927,4.258953998,48.26999253,8.543220865,9.040105633,6.423033537,3.367020867,8.303155445
"AT2G45760",51.20974378,2.864823568,2.606783535,3.913030437,4.849662322,3.736553876,2.60729981,5.965985528
"AT2G26020",3.193284993,26.10226259,901.2197711,704.5778489,355.0234782,425.8238909,13.89936277,107.1381772
"AT2G37950",190.6184754,120.002643,19.08398885,26.06959032,23.3542491,37.87369505,128.2884414,88.30952047
"AT2G19630",1.839079127,1.272211375,8.833954601,9.134249397,13.76395584,17.22221622,1.599699114,1.612335892
"AT2G32050",2.686024784,2.137097398,21.13305629,1.302739506,7.553300737,0.906232982,1.427980457,2.638271386
"AT2G15630",35.66058206,36.96812578,162.5359091,149.1798063,170.949688,222.7333221,136.3940059,89.56827556
"AT2G01990",130.3512247,109.5829551,413.010356,695.6624841,298.4039717,238.8481954,810.3106994,403.3998578
"AT1G23550",233.1573282,95.32567389,690.4915149,964.5992637,190.5980708,222.2801459,110.8968478,196.2212467
"AT1G23570",120.8972726,90.55399212,1.450528263,0.561027537,8.122247368,56.50598924,0.848008562,3.028217226
"AT1G61320",0.543641479,0.633213319,0.521332654,11.95857607,0.934731396,2.528003653,1.160338734,1.035060083
"AT1G30850",27.52484089,9.881628387,5.414827674,3.108970902,4.171441698,15.01892346,2.840475526,25.77515136
"AT1G12030",2.477732575,2.599587012,1538.540185,1286.126341,2367.321667,2573.144328,162.4107883,202.7492862
"AT1G78990",71.41587974,47.14354491,1.874270055,1.55093599,1.13307816,2.621593838,25.20610871,67.76626115
"AT2G24650",322.9848969,294.5097907,26.00979923,30.13178131,16.99825899,10.50946905,16.94805389,39.69680643
"AT2G16290",16.39518786,7.442212816,1.14406393,0.568549572,1.075722486,17.04426548,0.870269647,2.328944052
"AT2G15325",121.2991983,183.4295794,20.58574741,1.416567726,3.614059879,5.622119883,8.129835421,4.964563593
"AT1G10530",29.93662224,6.116676023,986.8776595,855.0236846,1404.558857,1293.110981,137.2348963,185.1299732
"AT1G65130",5.940602809,1.666992336,21.78710274,16.47143747,18.16780987,22.40013133,19.3441516,29.21080804
"AT1G62840",12.64032979,5.880613282,186.5041978,190.2656107,183.2939648,113.9781523,30.78293387,29.99182406
"AT1G31320",178.4704424,308.903282,810.320886,1227.375597,1443.123161,1120.970556,1350.129968,1092.708392
"AT1G47470",1.554473313,8.025084899,25.80580286,12.74216667,7.406646546,7.452926118,5.480997452,15.12403609
"AT1G59530",1.723221049,2.257941775,19.3193812,5.802877659,1.572858525,1.019758778,13.00148475,8.787955068
"AT1G08430",32.38391828,75.6519854,1378.755775,2000.92702,2542.926061,2475.753331,2527.494369,2327.428815
"AT1G27820",13.2088917,24.98178755,82.18177317,99.25228425,61.24663188,51.81665175,27.3188521,40.32906659
"AT1G01380",63.15486292,40.11885937,2.187596486,1.57252626,6.710905613,2.688779544,21.89533087,16.35910578
"AT1G69040",213.8313411,382.5727053,1114.098617,1730.495247,992.2383753,944.8246146,758.4518134,578.8203342
"AT3G16330",10.21666148,4.16096397,277.8577451,377.9715947,184.1960904,194.3789533,166.1153538,115.2235559
"AT3G01620",10.53616716,7.881753707,55.08662621,36.57471577,51.77588311,33.07933545,16.3161998,9.132679389
"AT3G21520",11.47457135,41.11452071,4.624191504,5.699191282,11.30073413,18.70899867,34.7666582,139.0093179
"AT3G20880",63.66667756,69.18851423,390.3725761,657.6364661,542.491743,617.3598749,47.83010645,24.63964204
"AT3G18650",17.2049149,7.484918935,1.632284314,1.566083517,2.018456102,9.564927818,1.2435625,3.478340101
"AT3G14490",25.62932244,14.43554546,4.849221081,3.822534911,6.326633523,2.738376577,7.792343586,1.230062487
"AT3G28610",35.73117847,25.64990679,8.827405434,5.439807272,25.19637503,14.78021721,10.60593784,44.86825284
"AT3G23930",3.955813628,0.979856426,5.287399546,16.21225096,2.314468837,14.56250925,14.02521451,33.74270563
"AT3G30150",4.081646919,3.049879364,26.3308119,5.071664794,4.337685524,4.07418211,2.688022143,5.861531624
"AT3G30160",1.756570697,53.99633399,210.8617385,134.8230927,237.8244073,255.0701907,166.5984239,272.0899643
"AT1G50680",3.353059903,4.083960413,22.6213227,19.10529497,3.280181645,6.956039018,5.172469029,1.885687769
"AT1G50720",3.592810565,4.134191757,36.47553749,0.679513949,48.16715263,47.16469243,6.425112095,8.68656467
"AT1G66480",59.65819125,30.88974275,265.8712968,372.7366514,229.1354886,172.1716204,723.6076205,322.0290212
"AT1G54955",59.69393442,42.30513161,5.869538501,16.11703407,10.64520939,2.697785164,14.76140168,11.04387445
"AT3G12420",8.394968951,1.539902108,42.63739249,11.75106487,2.002015804,2.887056206,1.925330434,16.66808362
"AT3G24954",0.916706063,1.226277859,1.632163983,14.04390851,10.97426626,2.660895771,314.5296378,264.0011718
"AT3G13830",2.779383749,1.092348412,12.59654214,8.461233068,5.034771483,0.85836095,0.694352424,1.783596577
"AT3G26550",22.38076015,34.03246314,157.6724389,125.4209195,277.6109764,247.4575172,220.8021258,327.1459106
"AT3G26210",1.653385828,6.414749858,27.49031937,44.65140134,6.334283513,28.90016724,10.51489112,3.602442756
"AT3G26170",3.938847863,7.12485035,32.07282725,24.17396589,9.299993057,27.70568211,177.7648772,160.3172439
"AT3G26280",2.604905507,36.26657547,1.698970306,0.86408829,2.447176924,1.91936377,1.206180507,22.39452136
"AT3G26200",4.446321424,2.177584427,31.36417061,50.42931577,6.095143912,28.82099521,5.278846359,17.97189582
"AT3G25820",15.97381266,3.391970066,1.291179123,1.168767852,6.009734586,2.547856491,79.63170312,91.32022904
"AT3G25760",11.80960512,1.146251636,276.7426259,307.226962,30.97295441,21.74965236,84.01131878,89.08574945
